Name,0,1,2,3
levle0_427_png_jpg.rf.00283cbf0ece18facfc506612dcc07ac.jpg,1,0,1,0
levle0_514_jpg.rf.00240c05ed2ff4c06082ebace36bce49.jpg,1,0,0,0
levle1_384_png_jpg.rf.00a624146dd38192a31ff3fd19b11b10.jpg,1,1,1,1
levle1_505_png_jpg.rf.00cb23b99ce6ed9efb9ba5abc1d419e3.jpg,1,0,1,1
levle1_295_jpg.rf.00de08138cf6586e349341a376bd53f7.jpg,1,0,1,0
levle0_274_jpg.rf.00f0608c07376eef5643eb6a576a168e.jpg,1,0,1,1
01F3MMWT0B1CGT5C650VZ0YSPN_jpeg_jpg.rf.00e5983c7098328bfd2d2af94b731885.jpg,1,0,1,1
levle1_520_jpg.rf.016cb7ddd8f0c87183755687fcedc57b.jpg,1,0,1,1
levle2_66_jpg.rf.017ca0270434ed4ff3c1c6a3528e97b8.jpg,1,0,1,0
levle1_194_jpg.rf.00ed8fb80a9f5d46094c9160babb03aa.jpg,1,0,1,0
levle1_482_jpg.rf.01261173729320f70eff79b0fade6fb3.jpg,0,1,1,1
01F3MMYK6VE9FG2WN2PKGRW6ZR_jpeg_jpg.rf.01982bace14d45709f0fd809bfa599bb.jpg,0,1,1,0
levle3_133_png_jpg.rf.00cd1d58e3b9c90ab4ef004b89afcbc5.jpg,1,1,1,0
levle2_29_jpg.rf.007200b2b97b2eb231d2463c82c35ce3.jpg,1,1,1,1
levle0_241_png_jpg.rf.00a5295d7b0915cad1881bf77e2fd6ff.jpg,1,0,1,1
levle1_168_jpg.rf.01319951679ac4577fdd2a54b318ae5a.jpg,1,0,1,0
levle1_417_png_jpg.rf.01a66cddbd522ab757df8bd0284565d4.jpg,1,1,0,0
levle3_107_jpg.rf.0126a7b4eab05c5aa17971fd9fbf2b2e.jpg,1,1,1,1
levle1_106_jpg.rf.0196c17ee40ed1e43ba762324a2c3615.jpg,1,0,1,0
16_jpg.rf.01cc487f7e287f5ce0adce4ca587f503.jpg,1,1,1,1
levle1_55_jpg.rf.013917e43e9383d84495bc8e36f5c635.jpg,1,0,1,0
levle1_153_jpg.rf.0185a7f5edffb02be0c9a92374d7caec.jpg,1,0,1,0
levle1_224_png_jpg.rf.01fa64f38192495683680cf87c1cb7ff.jpg,0,0,1,0
levle1_317_png_jpg.rf.01d60287747de860ddf0a3891b181d2b.jpg,1,0,1,0
levle1_552_jpg.rf.023a440a53c9c963d2fdaaaa2fd0c8da.jpg,0,0,1,1
levle0_112_jpg.rf.02114db663be216b3ef0bc2fef14c302.jpg,1,0,1,0
levle1_397_jpg.rf.024436fe87446258cd8b1817efdaa792.jpg,1,0,0,0
levle2_74_jpg.rf.027b5bd880c9e0b4398474ebf3560e47.jpg,1,1,1,1
levle1_482_jpg.rf.024ba205944663dde38e953ee415eead.jpg,1,0,1,1
levle1_191_png_jpg.rf.01ce9663346216cc21b64155e87018d3.jpg,1,1,1,0
levle1_507_jpg.rf.02a80b850eb3065ae2592385f5964b55.jpg,0,0,1,0
ac1_jpg.rf.020cc757c8e648bd1101e050952bc7b6.jpg,1,0,1,1
levle1_487_jpg.rf.014b24a3a4da7e663f470983f7748808.jpg,0,0,1,0
levle1_401_jpg.rf.02c2ac45d44b691f212dcccb85885c05.jpg,1,1,1,1
levle1_29_jpg.rf.0260b191b146074d14b55e2041d62e21.jpg,1,1,0,0
levle1_29_jpg.rf.027c620408a860a7b6d5c5f4541be680.jpg,1,1,0,0
levle1_433_png_jpg.rf.033194b95913a77e08a43a20e0b898a2.jpg,1,0,0,0
levle1_166_png_jpg.rf.0245e151e63596e49582500abc0cb48e.jpg,1,0,1,1
levle1_433_png_jpg.rf.02e0e1ac512745ce7d3a84e554d20d39.jpg,1,0,1,0
levle1_203_jpg.rf.03af070fbbce5a09260e015fc50aa835.jpg,1,0,1,0
levle0_400_jpg.rf.02e24bf4c3964003e20b20fd9ecb72ec.jpg,1,0,1,1
levle1_404_jpg.rf.039e7c161f5101dad34ecb1adfd8d8fa.jpg,1,0,1,0
levle1_83_png_jpg.rf.03951393481bd855dc2b51d0a792d456.jpg,1,0,1,1
levle0_68_jpg.rf.03472a06c2771c5b6252354b7390b953.jpg,1,0,1,0
levle1_88_jpg.rf.030c0b4b8ab4e6964cd28e4f485d691e.jpg,1,0,1,1
levle2_122_jpg.rf.0384ccc458a383815ee8d77d320ec48d.jpg,1,1,1,1
levle0_193_jpg.rf.025b0b52d7ade117f6c7957869afdd8b.jpg,1,0,0,1
levle1_195_png_jpg.rf.0355af4f8262008c3c35cf1e23b5d8f6.jpg,1,1,0,0
levle1_103_jpg.rf.02f8621b77fce526d12fef4dacb96d41.jpg,1,1,1,0
